movieId,genres,tagId,relevance
106,Comedy|Drama,564.5,0.06684796099290775
107,Adventure|Children|Comedy|Musical,564.5,0.09086236702127645
108,Documentary,564.5,0.09162211879432612
109,Comedy|Drama|Thriller,,
110,Action|Drama|War,564.5,0.2103738918439716
111,Crime|Drama|Thriller,564.5,0.20593639184397136
112,Action|Adventure|Comedy|Crime,564.5,0.10444503546099289
113,Drama|Mystery,564.5,0.08502437943262411
114,Drama,564.5,0.1150921985815602
115,Comedy,564.5,0.0922121010638298
116,Documentary,564.5,0.10937167553191485
117,Crime|Drama,564.5,0.14748204787234018
118,Comedy|Romance,564.5,0.09686258865248228
119,Comedy,564.5,0.08634507978723405
120,Adventure|Comedy|Drama,564.5,0.11241422872340406
121,Drama,564.5,0.10724246453900711
122,Comedy|Romance,564.5,0.09212677304964534
123,Drama|Mystery|Romance,564.5,0.12966710992907785
124,Drama,564.5,0.08436613475177289
125,Comedy,564.5,0.12320057624113472
126,Adventure|Children|Fantasy,564.5,0.08298958333333341
127,Drama,564.5,0.07368284574468087
128,Documentary,564.5,0.09797096631205668
129,Comedy|Romance,564.5,0.09510638297872331
130,Drama,,
131,Drama|Romance,564.5,0.08808222517730502
132,Thriller,564.5,0.10365846631205691
133,Comedy|Drama,,
134,Documentary,,
135,Comedy,564.5,0.09134131205673769
136,Documentary,564.5,0.07909707446808498
137,Documentary,564.5,0.08063009751773044
138,Drama,564.5,0.07682335992907795
139,Action|Drama,,
140,Drama|Romance,564.5,0.09374955673758856
141,Comedy,564.5,0.10448315602836883
142,Drama,,
143,Drama,,
144,Comedy,564.5,0.10365492021276598
145,Action|Comedy|Crime|Drama|Thriller,564.5,0.11010859929078008
146,Adventure|Children,564.5,0.07638408687943274
147,Drama,564.5,0.13296054964539022
148,Drama,564.5,0.09516932624113458
149,Crime|Drama|Thriller,564.5,0.1144035904255317
150,Adventure|Drama|IMAX,564.5,0.1555813386524824
151,Action|Drama|Romance|War,564.5,0.11797296099290762
152,Drama|Horror,564.5,0.1008887411347517
153,Action|Adventure|Comedy|Crime,564.5,0.10801950354609932
154,Drama,564.5,0.13248603723404262
155,Adventure|Drama|War,564.5,0.0869434840425532
156,Comedy|Drama,564.5,0.09034419326241132
157,Comedy|War,564.5,0.10079676418439718
158,Adventure|Children,564.5,0.107811170212766
159,Crime|Drama|Mystery,564.5,0.11512256205673767
160,Action|Adventure|Mystery|Sci-Fi,564.5,0.10264539007092197
161,Drama|Thriller|War,564.5,0.13700709219858156
162,Documentary,564.5,0.14119126773049623
163,Action|Romance|Western,564.5,0.13416866134751776
164,Crime|Film-Noir|Mystery|Thriller,564.5,0.1207859042553192
165,Action|Crime|Thriller,564.5,0.11799046985815599
166,Comedy|Crime|Drama,564.5,0.0944213209219858
167,Drama,564.5,0.0960953014184396
168,Action|Drama|Romance,564.5,0.10207801418439712
169,Adventure|Children|Drama,564.5,0.08773049645390064
170,Action|Adventure|Crime|Thriller,564.5,0.11146099290780138
171,Comedy|Drama,564.5,0.10580518617021267
172,Action|Sci-Fi|Thriller,564.5,0.11619835992907825
173,Action|Crime|Sci-Fi,564.5,0.1298191489361703
174,Comedy,564.5,0.07892087765957456
175,Drama,564.5,0.12874312943262411
176,Comedy,564.5,0.11445390070921979
177,Horror,564.5,0.10159995567375886
178,Comedy|Drama,564.5,0.09812234042553183
179,Drama|Romance,564.5,0.09885571808510633
180,Comedy|Romance,564.5,0.12860660460992904
181,Action|Children,564.5,0.09506316489361695
182,Drama|Romance,564.5,0.08630673758865252
183,Comedy|Horror|Thriller,564.5,0.09723226950354619
184,Drama,564.5,0.11076285460992892
185,Action|Crime|Thriller,564.5,0.10678280141843974
186,Comedy|Romance,564.5,0.09898670212765961
187,Comedy,564.5,0.09327615248226956
188,Fantasy|Horror|Mystery,564.5,0.10874335106382975
189,Comedy|Fantasy,564.5,0.08690757978723401
190,Thriller,564.5,0.10433222517730488
191,Drama|Romance,564.5,0.08807424645390076
192,Documentary,564.5,0.10186768617021276
193,Drama,564.5,0.11334663120567373
194,Comedy|Drama,564.5,0.13900265957446778
195,Comedy|Drama|Romance,564.5,0.08120367907801411
196,Horror|Sci-Fi,564.5,0.13299246453900712
197,Drama,564.5,0.09269437056737588
198,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,564.5,0.14682269503546092
199,Drama|Musical|Romance,564.5,0.11686502659574485
200,Thriller,564.5,0.07693395390070915
201,Drama|Fantasy,564.5,0.08829632092198578
202,Drama|Romance,564.5,0.11298847517730494
203,Comedy,564.5,0.08333577127659572
204,Action,564.5,0.08831382978723408
205,Comedy|Drama,564.5,0.1011529255319148
206,Documentary,564.5,0.08299445921985794
207,Drama|Romance,564.5,0.09814273049645382
208,Action|Adventure|Sci-Fi,564.5,0.1346068262411348
209,Drama,564.5,0.0894884751773049
210,Western,564.5,0.09233045212765961
211,Drama,564.5,0.10219680851063838
212,Adventure|Comedy|Crime|Mystery,564.5,0.08081272163120568
213,Drama,564.5,0.11791821808510634
214,Drama|War,564.5,0.11338785460992908
215,Drama|Romance,564.5,0.13019348404255326
216,Comedy,564.5,0.10674556737588649
217,Drama|Thriller,564.5,0.08230585106382976
218,Comedy|Drama,564.5,0.09511502659574456
219,Drama,564.5,0.09444237588652489
220,Horror,564.5,0.09263763297872338
222,Drama|Romance,564.5,0.09896941489361712
223,Comedy,564.5,0.17581914893617043
224,Comedy|Drama|Romance,564.5,0.10108554964539002
225,Drama|Thriller,564.5,0.09879809397163107
226,Thriller,,
227,Action|Thriller,564.5,0.07998648049645386
228,Comedy,564.5,0.0945046542553191
229,Drama|Thriller,564.5,0.11687655141843976
230,Drama|Thriller,564.5,0.10600044326241129
231,Adventure|Comedy,564.5,0.11658577127659574
232,Comedy|Drama|Romance,564.5,0.12424157801418462
233,Drama,564.5,0.1040771276595744
234,Comedy,564.5,0.09055208333333335
235,Comedy|Drama,564.5,0.13903834219858155
236,Action|Comedy|Romance,564.5,0.09415757978723392
237,Comedy|Romance,564.5,0.09481981382978731
238,Adventure|Children,564.5,0.08237145390070919
239,Animation|Children|Comedy|Romance,564.5,0.09361325354609926
240,Thriller,564.5,0.0921790780141844
241,Children|Drama,564.5,0.085853280141844
242,Drama|Musical,564.5,0.1114155585106382
243,Children|Comedy|Fantasy,564.5,0.08213896276595736
244,Animation|Children,564.5,0.08406405141843962
245,Crime|Drama,564.5,0.08121919326241137
246,Documentary,564.5,0.11594614361702132
247,Crime|Drama,564.5,0.1421066046099291
248,Comedy,564.5,0.08252061170212772
249,Drama|Romance,564.5,0.13841134751773038
250,Children|Comedy,564.5,0.08035195035460989
251,Action,564.5,0.10111990248226951
252,Comedy|Romance,564.5,0.10165558510638296
253,Drama|Horror,564.5,0.13516245567375884
254,Drama,564.5,0.10451640070921983
255,Comedy,564.5,0.0944765070921986
256,Comedy|Sci-Fi,564.5,0.09493195921985803
257,Mystery|Thriller,564.5,0.09930429964539006
258,Adventure|Children|Comedy|Fantasy|Romance,564.5,0.08264804964539003
259,Crime|Drama|Thriller,564.5,0.10162921099290775
260,Action|Adventure|Sci-Fi,564.5,0.21899069148936173
261,Drama,564.5,0.10205319148936182
262,Children|Drama,564.5,0.10749512411347507
263,Drama,564.5,0.09839339539007087
264,Drama,564.5,0.12831316489361705
265,Drama|Fantasy|Romance,564.5,0.12507757092198568
266,Drama|Romance|War|Western,564.5,0.12973138297872333
267,Comedy,564.5,0.09509175531914885
268,Crime|Drama,564.5,0.1042927748226951
269,Drama,564.5,0.10672539893617021
270,Drama|Romance,564.5,0.08187987588652472
271,Drama,564.5,0.08742863475177289
272,Comedy|Drama,564.5,0.11982712765957429
273,Drama|Horror|Sci-Fi,564.5,0.10601019503546098
274,Comedy,564.5,0.06983111702127663
275,Comedy,564.5,0.08688896276595735
276,Comedy|Romance,564.5,0.0821296542553191
277,Drama,564.5,0.08623182624113472
278,Comedy,564.5,0.08994060283687932
279,Drama,564.5,0.09803834219858155
280,Drama|Thriller,564.5,0.12395966312056736
281,Comedy|Drama|Romance,564.5,0.11596786347517732
282,Drama,564.5,0.1083459663120568
283,Crime|Drama,564.5,0.09822251773049642
284,Action|Crime,,
285,Drama|Horror,564.5,0.08561148049645387
286,Action|Sci-Fi|Thriller,564.5,0.08343971631205663
287,Comedy|Romance,564.5,0.09092242907801418
288,Action|Crime|Thriller,564.5,0.14029100177304935
289,Comedy|Romance,564.5,0.08167929964538996
290,Crime|Drama,564.5,0.14867154255319157
292,Action|Drama|Sci-Fi|Thriller,564.5,0.12740802304964546
293,Action|Crime|Drama|Thriller,564.5,0.18962101063829792
294,Comedy|Romance,564.5,0.08107380319148935
295,Comedy|Romance,564.5,0.09006094858156008
296,Comedy|Crime|Drama|Thriller,564.5,0.203423315602837
297,Drama,564.5,0.13256626773049646
298,Drama,564.5,0.09740159574468081
299,Drama,564.5,0.11611214539007093
300,Drama,564.5,0.12438275709219859
301,Drama|Romance,564.5,0.10937300531914898
302,Drama|Romance,564.5,0.1392783687943263
303,Action|Thriller|Western,564.5,0.09864117907801409
304,Comedy|Drama,564.5,0.08431804078014181
305,Comedy,564.5,0.08793240248226948
306,Drama,564.5,0.13562367021276608
307,Drama,564.5,0.13334352836879446
308,Comedy|Drama,564.5,0.1310959663120568
309,Drama,564.5,0.11565536347517723
310,Comedy,564.5,0.07613940602836868
311,Horror|Thriller,564.5,0.07172406914893606
312,Comedy,564.5,0.08005718085106388
313,Animation|Children,564.5,0.08715425531914903
314,Children|Drama|Fantasy|Mystery,564.5,0.1077553191489362
315,Action|Drama|Thriller,564.5,0.08325465425531896
316,Action|Adventure|Sci-Fi,564.5,0.14272429078014207
317,Comedy|Drama|Fantasy,564.5,0.0971881648936169
318,Crime|Drama,564.5,0.22407601950354614
319,Comedy|Drama|Thriller,564.5,0.1584740691489363
320,Film-Noir|Thriller,564.5,0.10994326241134758
321,Drama,564.5,0.10982070035460985
322,Comedy|Drama,564.5,0.14614317375886499
324,Comedy|Drama,564.5,0.10173692375886512
325,Comedy,564.5,0.10371875000000004
326,Drama,564.5,0.13593639184397158
327,Action|Comedy|Sci-Fi,564.5,0.10821985815602828
328,Horror|Thriller,564.5,0.10234463652482269
329,Adventure|Drama|Sci-Fi,564.5,0.10590957446808513
330,Action|Crime|Horror,564.5,0.0821110372340425
331,Drama,564.5,0.11957557624113473
332,Horror|Sci-Fi,564.5,0.08753058510638294
333,Comedy,564.5,0.10700332446808526
334,Drama,564.5,0.09526795212765943
335,Mystery|Thriller,564.5,0.10392309397163112
336,Drama|War,564.5,0.08919370567375882
337,Drama,564.5,0.11905164007092198
338,Action|Sci-Fi|Thriller,564.5,0.10907402482269507
339,Comedy|Romance,564.5,0.09574756205673755
340,Adventure|Drama|War,564.5,0.10201617907801414
341,Drama,564.5,0.09783200354609936
342,Comedy,564.5,0.10486103723404257
343,Children,564.5,0.08297628546099294
344,Comedy,564.5,0.11775310283687938
345,Comedy|Drama,564.5,0.11087721631205676
346,Drama|Musical,564.5,0.10241843971631212
347,Drama|Film-Noir|Romance,564.5,0.11859995567375894
348,Comedy,564.5,0.11613009751773058
349,Action|Crime|Drama|Thriller,564.5,0.12397296099290775
350,Drama|Mystery|Thriller,564.5,0.10557003546099289
351,Comedy|Drama|Romance,564.5,0.08724977836879436
352,Comedy|Drama,564.5,0.08930296985815599
353,Action|Crime|Fantasy|Thriller,564.5,0.15536923758865234
354,Drama,564.5,0.09588984929078011
355,Children|Comedy|Fantasy,564.5,0.0974725177304965
356,Comedy|Drama|Romance|War,564.5,0.20482468971631201
357,Comedy|Romance,564.5,0.1098772163120568
358,Drama,564.5,0.11774002659574462
359,Comedy|Drama|Romance,564.5,0.07481382978723398
360,Action|Comedy,564.5,0.08596520390070918
361,Comedy|Drama|Romance,564.5,0.10336281028368792
362,Adventure|Children|Romance,564.5,0.09656981382978719
363,Documentary,564.5,0.10740026595744671
364,Adventure|Animation|Children|Drama|Musical|IMAX,564.5,0.14246453900709205
365,Drama,564.5,0.09773781028368796
366,Drama|Horror|Mystery|Thriller,564.5,0.09029698581560289
367,Action|Comedy|Crime|Fantasy,564.5,0.11898293439716305
368,Adventure|Comedy|Western,564.5,0.12250687056737601
369,Drama,564.5,0.11565669326241139
370,Action|Comedy,564.5,0.09769991134751771
371,Comedy|Drama,564.5,0.10299091312056735
372,Comedy|Drama|Romance,564.5,0.1071287677304964
373,Thriller,564.5,0.13669326241134733
374,Children|Comedy,564.5,0.08667863475177313
375,Drama,564.5,0.1304015957446809
376,Action|Thriller,564.5,0.09797539893617022
377,Action|Romance|Thriller,564.5,0.13775554078014188
378,Comedy|Romance,564.5,0.09588741134751774
379,Action|Sci-Fi|Thriller,564.5,0.12144703014184383
380,Action|Adventure|Comedy|Romance|Thriller,564.5,0.1373758865248226
381,Drama|Romance,564.5,0.09019370567375887
382,Drama|Horror|Romance|Thriller,564.5,0.09836480496453881
383,Western,564.5,0.1008823138297872
384,Action|Crime|Drama,564.5,0.09153568262411338
385,Drama,564.5,0.0749818262411347
386,Drama,564.5,0.1041952570921986
387,Action|Comedy,564.5,0.08980474290780142
388,Drama,564.5,0.11132646276595747
389,Drama|Romance|War,564.5,0.08796498226950367
390,Action|Crime|Drama,564.5,0.10586724290780124
391,Crime|Drama,564.5,0.08133355496453902
392,Adventure|Animation,564.5,0.0995084219858154
393,Action|Adventure|Fantasy,564.5,0.11166134751773041
394,Comedy,564.5,0.13504942375886553
395,Drama|Fantasy|Romance,,
396,Drama,,
397,Horror,564.5,0.07861679964539006
398,Documentary,564.5,0.07863253546099286
399,Drama,,
400,Drama,,
401,Action|Thriller,,
402,Comedy,564.5,0.09012544326241127
403,Comedy|Crime|Drama,,
404,Documentary,564.5,0.0933758865248227
405,Action|Fantasy,564.5,0.09341866134751758
406,Drama,564.5,0.07767087765957457
407,Horror|Thriller,564.5,0.10698005319148934
408,Drama,564.5,0.08584640957446821
409,Crime|Drama,564.5,0.10948382092198583
410,Children|Comedy|Fantasy,564.5,0.09756272163120573
411,Comedy|Documentary,564.5,0.1130119680851062
412,Drama,564.5,0.11028213652482274
413,Comedy,564.5,0.09658133865248208
414,Comedy,564.5,0.08309219858156026
415,Comedy|Thriller,564.5,0.08387943262411329
416,Western,564.5,0.09320722517730494
417,Comedy|Romance,564.5,0.10556848404255303
418,Drama,564.5,0.09993173758865234
419,Comedy,564.5,0.08594769503546097
420,Action|Comedy|Crime|Thriller,564.5,0.09019326241134745
421,Adventure|Children|Drama,564.5,0.08917109929077993
422,Thriller,564.5,0.10145390070921995
423,Action|Thriller,564.5,0.11116733156028367
424,Drama,564.5,0.10441511524822691
425,Drama|Romance,564.5,0.08047960992907799
426,Horror|Sci-Fi|Thriller,564.5,0.09890070921985807
427,Drama|Mystery|Romance|Thriller,564.5,0.11433687943262402
428,Drama,564.5,0.15404609929077992
429,Comedy,564.5,0.1010618351063831
430,Comedy|Drama,564.5,0.0939126773049646
431,Crime|Drama,564.5,0.14461125886524798
432,Adventure|Comedy|Western,564.5,0.0965456560283687
433,Comedy,564.5,0.08999689716312062
434,Action|Adventure|Thriller,564.5,0.10510438829787246
435,Comedy|Sci-Fi,564.5,0.10949046985815604
436,Drama|Thriller,564.5,0.11515514184397152
437,Comedy,564.5,0.07760283687943262
438,Action|Comedy|Drama,564.5,0.09367132092198568
439,Drama,564.5,0.06532136524822696
440,Comedy|Romance,564.5,0.12249290780141826
441,Comedy,564.5,0.14813430851063825
442,Action|Adventure|Sci-Fi,564.5,0.13026551418439736
443,Adventure|Documentary,564.5,0.10038896276595745
444,Comedy|Romance,564.5,0.09912854609929081
445,Comedy,564.5,0.080310505319149
446,Drama|Romance,564.5,0.13392087765957456
447,Comedy|Romance,564.5,0.08559264184397153
448,Drama,564.5,0.11483111702127644
449,Comedy,564.5,0.12045057624113469
450,Comedy|Drama,564.5,0.11711303191489354
451,Drama|Mystery|Romance,564.5,0.09080031028368792
452,Drama,564.5,0.10229366134751776
453,Comedy|Romance,564.5,0.08576950354609926
454,Drama|Thriller,564.5,0.11683532801418438
455,Adventure|Children|Drama,564.5,0.09692752659574455
456,Crime|Drama|Thriller,564.5,0.13783156028368782
457,Thriller,564.5,0.16775265957446805
458,Drama|Western,564.5,0.09575509751773044
459,Action|Adventure|Crime|Drama|Romance|Thriller,564.5,0.09077593085106388
460,Comedy,564.5,0.07100642730496456
461,Drama|Romance,564.5,0.09180385638297875
462,Action|Adventure,564.5,0.09943284574468086
463,Crime|Drama|Thriller,564.5,0.0736012854609928
464,Action|Adventure|Crime|Thriller,564.5,0.09012234042553184
465,Action|Drama|War,564.5,0.10028479609929063
466,Action|Comedy|War,564.5,0.10160638297872329
467,Comedy,564.5,0.08196032801418435
468,Comedy|Romance,564.5,0.09643882978723393
469,Drama|Romance,564.5,0.10314206560283691
470,Comedy,564.5,0.08209973404255314
471,Comedy,564.5,0.1478894060283687
472,Comedy|Drama,564.5,0.08327947695035459
473,Comedy|War,564.5,0.08895301418439712
474,Action|Thriller,564.5,0.14184552304964534
475,Drama,564.5,0.15451595744680838
476,Comedy|Drama,564.5,0.09088674645390057
477,Drama|Musical,564.5,0.11010771276595749
478,Comedy|Crime|Drama,564.5,0.08920257092198583
479,Action|Crime|Thriller,564.5,0.1105416666666667
480,Action|Adventure|Sci-Fi|Thriller,564.5,0.19552016843971626
481,Drama|Thriller,564.5,0.13801440602836895
482,Crime|Drama|Thriller,564.5,0.12773625886524806
483,Drama,564.5,0.14322761524822702
484,Adventure|Children,564.5,0.07880296985815613
485,Action|Adventure|Comedy|Fantasy,564.5,0.10221320921985812
486,Comedy,564.5,0.08509485815602827
487,Comedy|Western,564.5,0.08750797872340435
488,Drama|Romance,564.5,0.10477836879432617
489,Comedy,564.5,0.07926085992907791
490,Thriller,564.5,0.10298559397163118
491,Drama,564.5,0.0941493794326241
492,Comedy|Mystery,564.5,0.12937322695035466
493,Action|Crime|Drama,564.5,0.14060549645390097
494,Action|Adventure|Thriller,564.5,0.10266267730496466
495,Drama,564.5,0.11086923758865239
496,Comedy|Drama|Romance|Thriller,564.5,0.09122384751773052
497,Comedy|Romance,564.5,0.11889406028368797
498,Drama|Romance,564.5,0.08844414893617009
499,Comedy|Romance,564.5,0.08698515070921967
500,Comedy|Drama,564.5,0.11375265957446802
501,Drama,564.5,0.11967087765957432
502,Action|Children|Romance,564.5,0.08545744680851051
503,Drama,564.5,0.10681050531914908
504,Action|Drama|Sci-Fi,564.5,0.10017220744680833
505,Comedy,564.5,0.09561369680851062
506,Drama|Fantasy|Romance,564.5,0.12407380319148942
507,Crime|Drama|Thriller,564.5,0.11783754432624108
508,Drama,564.5,0.15435704787234059
509,Drama|Romance,564.5,0.133438829787234
510,Drama,564.5,0.08613497340425522
511,Action|Drama,564.5,0.09778501773049647
512,Horror|Sci-Fi,564.5,0.11295899822695042
513,Comedy|Mystery|Romance,564.5,0.0954215425531915
514,Comedy,564.5,0.11717531028368801
515,Drama|Romance,564.5,0.12668750000000006
516,Comedy|Drama,564.5,0.09099933510638299
517,Action|Drama|Mystery,564.5,0.11931250000000022
518,Comedy,564.5,0.09289827127659567
519,Action|Crime|Drama|Sci-Fi|Thriller,564.5,0.10782247340425533
520,Comedy,564.5,0.09498869680851064
521,Crime|Thriller,564.5,0.13268838652482245
522,Action|Drama,564.5,0.1436684397163119
523,Drama,564.5,0.1035237145390071
524,Drama,564.5,0.11828945035461008
525,Drama,564.5,0.1584618794326239
526,Drama,564.5,0.10599800531914891
527,Drama|War,564.5,0.22418971631205664
528,Comedy|Drama,564.5,0.09586281028368798
529,Drama,564.5,0.13662610815602824
530,Drama,,
531,Children|Drama,564.5,0.09983200354609935
532,Comedy|Crime|Horror,564.5,0.09067819148936153
533,Action|Adventure|Fantasy|Mystery,564.5,0.1065438829787235
534,Drama|Romance,564.5,0.11315846631205659
535,Drama,564.5,0.12408976063829795
536,Drama,564.5,0.09464849290780136
537,Drama,564.5,0.10145079787234045
538,Drama,564.5,0.11697007978723399
539,Comedy|Drama|Romance,564.5,0.10914383865248241
540,Thriller,564.5,0.1027621897163121
541,Action|Sci-Fi|Thriller,564.5,0.20973781028368774
542,Comedy|Drama|Romance,564.5,0.08697562056737576
543,Comedy|Romance|Thriller,564.5,0.1075904255319148
544,Action|Crime,564.5,0.08351928191489348
546,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,564.5,0.10902814716312063
547,Action|Adventure|Thriller,564.5,0.08603235815602843
548,Action|Mystery|Thriller,564.5,0.08974711879432612
549,Drama|Musical,564.5,0.11857557624113448
550,Comedy|Romance,564.5,0.09274711879432615
551,Animation|Children|Fantasy|Musical,564.5,0.1506487145390072
552,Action|Adventure|Comedy|Romance,564.5,0.11003257978723399
553,Action|Drama|Western,564.5,0.13698116134751748
554,Crime|Drama|Thriller,564.5,0.08505363475177298
555,Crime|Thriller,564.5,0.1581704343971631
556,Documentary,564.5,0.12577105496453894
558,Action|Adventure|Animation|Children|Fantasy,564.5,0.0861451684397164
559,Comedy,564.5,0.09131294326241131
560,Drama,,
561,Drama|Thriller,564.5,0.13955363475177307
562,Comedy|Drama,564.5,0.134842420212766
563,Drama|Romance,564.5,0.1242646276595745
564,Comedy,564.5,0.10218550531914901
565,Drama|Horror,564.5,0.12761214539007085
566,Comedy|Romance,564.5,0.08946609042553189
567,Comedy|Drama,564.5,0.10526196808510635
568,Comedy|Drama,564.5,0.08579166666666665
569,Comedy|Drama,564.5,0.08112876773049635
570,Comedy|Drama,564.5,0.10867043439716324
571,Drama|Romance,564.5,0.10457358156028368
572,Drama,,
573,Drama,564.5,0.07971476063829794
574,Comedy|Drama,564.5,0.11181959219858152
575,Children|Comedy,564.5,0.07440093085106372
576,Comedy,,
577,Adventure|Children|Drama,564.5,0.07709308510638299
579,Crime|Thriller,,
580,Drama,564.5,0.08999734042553185
581,Documentary,564.5,0.12061923758865246
582,Comedy|Drama,564.5,0.08471453900709212
583,Comedy|Drama,564.5,0.09554765070921975
584,Drama|Romance,,
585,Comedy,564.5,0.09928346631205666
586,Children|Comedy,564.5,0.10653612588652485
587,Comedy|Drama|Fantasy|Romance|Thriller,564.5,0.1219310726950358
588,Adventure|Animation|Children|Comedy|Musical,564.5,0.1287752659574468
589,Action|Sci-Fi,564.5,0.20112367021276598
590,Adventure|Drama|Western,564.5,0.14811236702127653
591,Action|Drama|Thriller,,
592,Action|Crime|Thriller,564.5,0.1455217198581559
593,Crime|Horror|Thriller,564.5,0.21023847517730487
594,Animation|Children|Drama|Fantasy|Musical,564.5,0.11366201241134753
595,Animation|Children|Fantasy|Musical|Romance|IMAX,564.5,0.12811790780141846
