,movieId,rating
193180,1,5.0
194068,1,4.5
195111,1,5.0
195112,3,5.0
195194,1,5.0
195195,2,5.0
195539,1,5.0
196042,1,4.5
201147,1,5.0
202217,1,4.5
203714,1,5.0
203891,1,5.0
204959,1,4.5
207350,1,4.5
207608,1,5.0
207655,1,5.0
208622,1,5.0
209072,1,5.0
211568,1,4.5
212288,1,5.0
213039,1,5.0
214685,1,5.0
216487,1,5.0
216488,2,5.0
218007,1,5.0
218760,2,4.5
219126,1,5.0
219127,2,4.5
220085,1,4.5
220313,3,5.0
220350,1,5.0
220514,1,5.0
220945,1,5.0
221351,1,4.5
222318,1,4.5
222788,1,5.0
223225,1,4.5
224830,1,4.5
226307,1,5.0
229953,1,5.0
230138,1,4.5
232110,1,5.0
233963,1,5.0
234097,1,4.5
234660,1,4.5
236032,1,5.0
237174,1,5.0
238105,1,5.0
239085,1,4.5
239725,1,5.0
242321,3,5.0
242876,1,5.0
243443,2,4.5
243943,2,4.5
244110,1,5.0
244111,2,5.0
246262,1,5.0
246540,1,4.5
250216,1,5.0
250404,1,4.5
250712,1,4.5
252689,1,5.0
252910,1,4.5
253642,2,5.0
254917,1,5.0
255367,2,5.0
255548,1,5.0
256519,1,4.5
257050,1,5.0
258335,1,5.0
258726,1,5.0
261553,1,5.0
262236,1,5.0
263058,1,5.0
264150,1,4.5
264981,2,4.5
267008,1,5.0
267483,1,5.0
267692,1,5.0
267693,2,5.0
268672,1,5.0
269203,1,5.0
272678,2,5.0
272882,1,5.0
273094,1,4.5
276386,1,4.5
276899,1,4.5
277877,1,4.5
277937,1,4.5
279895,1,4.5
280416,1,4.5
281792,1,4.5
283097,1,4.5
285927,1,4.5
287281,3,5.0
287309,1,4.5
292442,1,5.0
292491,1,5.0
293757,1,4.5
295351,1,5.0
295685,1,5.0
299044,3,5.0
303678,1,5.0
304297,1,5.0
304298,2,5.0
305287,1,5.0
305368,1,5.0
307947,1,5.0
307948,2,5.0
307949,3,5.0
308787,3,5.0
309162,2,5.0
309503,1,5.0
310141,1,4.5
310765,1,5.0
310954,1,4.5
311239,1,4.5
313929,1,4.5
320288,1,4.5
320683,1,5.0
323779,1,5.0
325681,1,5.0
326757,1,5.0
328806,1,4.5
329450,1,5.0
332237,1,5.0
332531,1,5.0
332951,1,5.0
333423,2,5.0
333560,1,5.0
335067,2,5.0
337108,1,5.0
338476,1,5.0
338526,1,5.0
338904,1,5.0
339429,1,5.0
340347,1,4.5
342007,1,5.0
342321,1,4.5
343206,1,5.0
346379,1,5.0
348451,1,5.0
348973,1,5.0
348974,2,5.0
351080,1,5.0
352105,3,5.0
352265,1,5.0
353360,3,5.0
354622,1,5.0
357040,1,5.0
358641,2,5.0
359750,1,5.0
361335,1,5.0
364109,1,5.0
365359,1,5.0
365807,1,5.0
367607,1,4.5
371881,1,5.0
372589,1,5.0
372719,1,5.0
373449,1,5.0
373959,1,5.0
374710,1,5.0
375600,1,4.5
375935,3,5.0
378060,1,5.0
378859,1,5.0
378879,1,5.0
380666,1,5.0
383802,1,5.0
385031,2,5.0
385032,3,5.0
387525,1,4.5
388807,1,4.5
388999,1,5.0
389224,3,5.0
391193,1,4.5
391414,2,5.0
394035,3,4.5
395822,1,5.0
398494,1,4.5
398544,1,4.5
398622,1,5.0
398977,1,4.5
399307,1,5.0
399488,1,5.0
399489,2,4.5
404803,1,5.0
405930,1,5.0
405955,1,5.0
406857,2,5.0
407655,1,5.0
408931,1,5.0
408932,2,5.0
409435,1,4.5
410705,1,4.5
411831,1,4.5
412186,1,4.5
412561,1,5.0
412634,1,5.0
412724,1,5.0
412725,2,4.5
412726,3,5.0
413584,1,5.0
415617,1,4.5
415906,1,5.0
418204,1,5.0
419967,1,5.0
420279,1,5.0
421393,1,5.0
426100,1,5.0
427621,1,4.5
429649,1,5.0
429974,1,5.0
432985,1,5.0
433195,1,4.5
434111,1,4.5
434875,1,5.0
435630,1,5.0
437622,1,5.0
437623,2,4.5
437726,1,5.0
437784,2,4.5
438289,1,5.0
438758,1,5.0
439029,2,5.0
439532,1,4.5
440104,1,4.5
440912,1,5.0
443089,1,5.0
444964,1,4.5
448145,1,5.0
449179,1,5.0
449542,1,4.5
450011,1,4.5
450408,1,5.0
453140,1,5.0
453199,1,4.5
453315,1,4.5
454931,1,4.5
455129,2,5.0
456608,1,5.0
456810,1,4.5
461888,1,5.0
461889,2,4.5
462957,1,5.0
466767,1,5.0
467904,1,5.0
468451,1,5.0
468786,1,4.5
470144,1,5.0
472462,1,4.5
472511,1,5.0
472513,3,5.0
473780,1,5.0
476347,1,5.0
477731,2,4.5
479204,1,5.0
480219,1,5.0
480220,2,5.0
481245,1,5.0
482296,1,4.5
482559,1,4.5
484056,1,4.5
485685,1,5.0
486545,1,5.0
486546,2,5.0
487897,2,5.0
490497,1,4.5
496805,1,5.0
497472,1,5.0
497828,1,4.5
498506,1,5.0
501347,1,5.0
502062,1,5.0
502063,2,4.5
502471,3,5.0
502923,1,5.0
503031,1,5.0
503210,1,5.0
504769,1,5.0
507371,1,5.0
507372,3,5.0
508340,1,5.0
513884,1,4.5
515380,1,5.0
515610,1,4.5
515611,2,4.5
516461,1,5.0
518493,1,5.0
518904,1,5.0
518905,2,5.0
519529,1,5.0
520615,1,5.0
520675,2,5.0
520823,2,5.0
521575,1,5.0
521931,1,4.5
523761,1,5.0
524126,1,5.0
524873,1,4.5
526775,1,5.0
531461,1,5.0
531516,1,5.0
531661,1,5.0
532116,3,5.0
532812,1,5.0
532813,2,5.0
534164,1,5.0
534269,1,5.0
534766,1,5.0
534802,1,4.5
535074,1,5.0
535577,1,5.0
536937,1,4.5
537090,1,5.0
537772,1,5.0
538745,1,4.5
539254,1,5.0
539618,1,5.0
541460,1,5.0
542771,1,5.0
544651,1,5.0
545414,1,5.0
547431,1,5.0
547432,2,5.0
548258,1,5.0
549333,1,5.0
549737,1,5.0
550086,1,5.0
550087,2,5.0
550911,1,4.5
552128,1,5.0
554490,1,5.0
555927,1,4.5
557193,2,4.5
558683,1,5.0
561965,1,5.0
562727,1,5.0
565758,1,5.0
566528,1,5.0
567107,1,5.0
567157,1,4.5
567336,1,4.5
568334,3,5.0
570733,1,5.0
572602,1,5.0
572751,1,5.0
573154,1,5.0
573535,2,5.0
575525,1,5.0
578848,1,4.5
580374,1,5.0
581840,1,4.5
581964,1,5.0
583211,3,5.0
584717,1,4.5
584718,2,4.5
586597,1,5.0
587160,1,4.5
588396,1,5.0
591905,1,5.0
593048,1,5.0
593291,1,5.0
593976,1,4.5
597283,1,4.5
597284,2,5.0
599097,1,5.0
600774,1,5.0
601030,1,4.5
601934,1,5.0
602088,1,4.5
602301,1,5.0
603040,1,5.0
603545,1,5.0
603961,1,5.0
604152,1,4.5
610471,1,4.5
610538,1,4.5
611214,1,5.0
611476,1,5.0
612196,3,5.0
612456,1,5.0
613087,2,5.0
613750,1,5.0
615735,2,5.0
616538,1,5.0
616720,3,5.0
617905,1,4.5
618416,1,4.5
620302,1,5.0
621376,1,4.5
622390,1,5.0
622736,1,5.0
623217,1,5.0
628771,1,5.0
629664,1,5.0
629666,3,5.0
629943,1,5.0
629944,2,5.0
630757,1,5.0
631097,1,5.0
631214,1,5.0
632949,2,4.5
633297,1,5.0
633620,1,5.0
634278,1,4.5
635509,1,5.0
636507,1,4.5
639669,2,5.0
640092,1,4.5
644205,1,5.0
646651,1,5.0
646684,1,5.0
646711,1,5.0
648782,1,5.0
649494,1,5.0
649699,1,4.5
650077,1,5.0
650973,1,5.0
651300,1,4.5
651487,3,5.0
654487,1,4.5
654544,1,4.5
654825,1,5.0
655115,2,4.5
657159,2,5.0
658492,1,4.5
661017,1,5.0
662728,1,5.0
662993,1,5.0
664639,1,4.5
667831,1,5.0
668210,1,4.5
668490,1,5.0
669041,1,4.5
670388,2,5.0
670414,1,4.5
672854,1,5.0
673628,2,5.0
673872,2,5.0
674144,3,4.5
674328,3,5.0
674828,1,5.0
674972,1,5.0
675236,1,5.0
679783,2,5.0
680569,1,5.0
681611,1,4.5
684628,1,5.0
687232,1,5.0
689360,1,5.0
692357,1,5.0
692358,2,5.0
693140,1,4.5
693449,1,5.0
693510,1,5.0
694359,1,4.5
694500,1,5.0
697728,1,5.0
699134,2,5.0
701385,1,5.0
703095,1,5.0
704487,1,5.0
706729,1,5.0
707208,1,5.0
707327,1,5.0
709667,1,5.0
709668,2,5.0
711900,1,5.0
712710,1,5.0
712742,1,5.0
712767,1,5.0
714175,1,5.0
714267,2,5.0
715641,1,4.5
715691,1,5.0
715795,1,4.5
717058,1,5.0
718698,1,5.0
719848,1,5.0
720582,1,5.0
720872,1,4.5
721674,1,4.5
723619,1,5.0
723731,1,4.5
724611,1,5.0
724612,2,5.0
724690,1,4.5
725103,1,5.0
725428,1,5.0
725774,1,5.0
725775,2,5.0
725802,1,5.0
729156,2,5.0
729492,2,5.0
731562,1,4.5
731865,1,5.0
731970,2,5.0
732321,1,5.0
732851,1,5.0
733255,1,5.0
733346,1,4.5
733741,1,5.0
739858,1,5.0
740018,1,5.0
741170,1,5.0
745034,1,5.0
747092,1,5.0
747437,1,5.0
747554,1,4.5
748919,2,5.0
749006,1,5.0
750225,1,5.0
750474,2,4.5
753132,1,5.0
753133,3,5.0
753205,1,5.0
757124,1,5.0
757736,1,5.0
758843,1,5.0
760962,1,5.0
761976,1,4.5
762234,1,5.0
762765,1,5.0
762937,1,5.0
762985,1,5.0
763025,1,5.0
763445,1,5.0
764699,1,5.0
770049,1,5.0
770559,2,4.5
772036,2,5.0
772941,1,5.0
772942,2,5.0
774464,1,4.5
774621,1,5.0
775366,1,5.0
779494,1,5.0
781884,1,5.0
781885,2,4.5
783110,1,5.0
784868,1,5.0
785230,1,5.0
785756,1,5.0
789595,3,5.0
789825,1,5.0
791968,1,5.0
791969,2,5.0
791970,3,5.0
793808,1,5.0
795029,2,4.5
795876,1,5.0
802904,1,5.0
804115,1,4.5
804429,1,5.0
804430,3,5.0
804471,1,5.0
805634,1,5.0
808937,1,4.5
809235,1,4.5
812355,1,5.0
812595,2,5.0
815735,1,5.0
816066,1,5.0
816183,1,5.0
817337,1,5.0
818729,1,5.0
821694,1,5.0
823896,1,5.0
824469,3,5.0
824904,1,5.0
828502,2,5.0
829574,1,5.0
830059,1,5.0
831201,1,5.0
835068,1,5.0
836711,1,5.0
838750,1,5.0
839166,1,5.0
839167,2,5.0
839471,1,5.0
839585,2,5.0
841575,2,5.0
843340,1,5.0
845237,1,5.0
845462,1,5.0
847469,1,5.0
849214,1,5.0
849716,1,5.0
849772,1,5.0
850371,3,5.0
851118,1,5.0
851192,1,5.0
854326,1,5.0
854356,1,5.0
855764,1,5.0
855811,1,5.0
856915,1,5.0
858300,1,5.0
858951,1,5.0
860584,1,4.5
861433,2,5.0
863016,1,5.0
863589,1,5.0
864059,1,5.0
864610,1,5.0
866018,1,5.0
866350,1,5.0
867338,1,5.0
868792,2,5.0
874073,1,5.0
875824,1,5.0
875957,1,5.0
875958,3,5.0
875993,1,5.0
877364,1,4.5
878014,1,4.5
878630,1,4.5
878754,3,5.0
879106,1,5.0
879107,3,5.0
879759,1,5.0
880231,1,5.0
881654,1,5.0
884676,1,4.5
884846,1,4.5
887602,1,4.5
887751,1,5.0
889488,1,5.0
890735,1,5.0
891412,1,5.0
891606,1,5.0
892075,1,4.5
894316,1,4.5
895105,1,4.5
895106,2,4.5
896371,1,5.0
897805,1,5.0
900084,1,5.0
900682,2,4.5
902105,1,5.0
902107,3,5.0
903250,1,5.0
903559,1,4.5
906305,1,4.5
906639,2,5.0
907086,1,5.0
907649,1,4.5
908708,1,5.0
909930,1,5.0
909931,2,5.0
912162,1,5.0
912163,3,5.0
912359,1,5.0
914001,1,5.0
914935,1,5.0
916063,1,4.5
916344,1,5.0
917646,1,4.5
918599,1,4.5
920679,3,5.0
921680,1,5.0
921681,2,5.0
924687,3,5.0
925798,1,5.0
925999,1,5.0
927062,1,5.0
927143,1,5.0
930301,2,4.5
931108,1,5.0
932252,1,5.0
932397,1,5.0
932460,1,5.0
936774,2,5.0
936822,3,5.0
938920,1,5.0
939606,1,5.0
941517,1,4.5
942219,1,4.5
943601,1,5.0
943631,1,5.0
947734,1,5.0
949622,1,5.0
949925,1,5.0
950383,1,5.0
950639,1,5.0
950640,3,5.0
953170,1,5.0
953200,1,5.0
953335,1,5.0
954416,1,4.5
955767,2,5.0
956332,1,5.0
957130,2,5.0
957332,1,5.0
957550,1,5.0
957769,1,5.0
958305,1,5.0
958306,2,5.0
958734,1,4.5
959027,2,4.5
959438,1,5.0
959694,1,5.0
962961,1,4.5
963252,2,4.5
964220,2,5.0
968168,1,5.0
968996,2,4.5
969405,1,5.0
970063,1,4.5
970788,1,5.0
971831,1,4.5
973294,1,5.0
976850,1,5.0
976885,1,5.0
977041,1,5.0
979331,3,5.0
980140,1,5.0
981669,2,5.0
984187,1,4.5
984405,1,5.0
985181,1,5.0
985491,1,4.5
985493,3,4.5
986204,3,5.0
987421,1,5.0
988723,1,5.0
990517,1,5.0
991753,1,4.5
992604,2,5.0
994264,1,5.0
994718,2,5.0
995728,1,5.0
996354,1,5.0
997085,1,5.0
997197,1,4.5
997547,3,5.0
999376,1,5.0
1002641,1,4.5
1003617,1,5.0
1004660,1,4.5
1004960,1,5.0
1008797,1,5.0
1009027,1,5.0
1009245,1,5.0
1011858,1,4.5
1013015,1,4.5
1014053,1,5.0
1015875,1,4.5
1016042,1,4.5
1016362,1,5.0
1016516,2,5.0
1017987,1,5.0
1018296,3,5.0
1019800,1,5.0
1020053,2,5.0
1020618,3,5.0
1022156,1,5.0
1022218,1,4.5
1024304,1,5.0
1024721,1,4.5
1025896,1,4.5
1026342,1,5.0
1028969,1,4.5
1029150,3,5.0
1029470,1,4.5
1029834,1,4.5
1032118,1,5.0
1036843,1,5.0
1036872,1,5.0
1037525,2,5.0
1038116,1,4.5
1039085,1,4.5
1040303,1,5.0
1040304,2,5.0
1041048,1,4.5
1041951,1,5.0
1042307,1,5.0
1042963,1,5.0
1042965,3,5.0
1046242,1,5.0
1047959,1,5.0
1048299,1,4.5
1048402,1,4.5
1050658,1,5.0
1051057,1,5.0
1052400,3,5.0
1052524,1,4.5
1052525,2,5.0
1052931,1,5.0
1053924,1,5.0
1054172,1,4.5
1054575,1,4.5
1055982,1,4.5
1055983,2,4.5
1056934,1,5.0
1057047,1,4.5
1057535,1,5.0
1059569,1,5.0
1062081,1,5.0
1062836,1,5.0
1064033,1,5.0
1064432,1,5.0
1064923,1,5.0
1065085,1,5.0
1066311,1,5.0
1066366,1,5.0
1067539,1,5.0
1068936,2,5.0
1069463,1,5.0
1069809,1,5.0
1070893,1,5.0
1072386,1,5.0
1072515,1,5.0
1073392,1,4.5
1073518,2,5.0
1076156,1,5.0
1079116,1,4.5
1080014,1,5.0
1080414,1,5.0
1083219,1,5.0
1084079,1,5.0
1084600,1,4.5
1086510,1,5.0
1087288,1,4.5
1087961,1,5.0
1088714,1,4.5
1090606,1,5.0
1092786,1,4.5
1094255,1,5.0
1095501,2,5.0
1096899,1,5.0
1099940,1,5.0
1101668,1,5.0
1101961,1,5.0
1102481,1,5.0
1102787,3,5.0
1103062,1,4.5
1103251,1,4.5
1103932,1,5.0
1104658,1,5.0
1106480,1,4.5
1107468,1,5.0
1109956,1,5.0
1110529,1,5.0
1112771,1,5.0
1112888,1,5.0
1113363,1,5.0
1114203,1,5.0
1114429,1,4.5
1115683,1,5.0
1116767,1,4.5
1117549,1,4.5
1119530,1,5.0
1120264,1,5.0
1122373,1,4.5
1122564,1,5.0
1124981,1,4.5
1126836,1,5.0
1128113,1,5.0
1128548,2,5.0
1129594,1,4.5
1130805,1,4.5
1130868,1,5.0
1132400,1,4.5
1132970,1,5.0
1133230,1,5.0
1134346,1,5.0
1134490,1,5.0
1134762,1,4.5
1135566,1,4.5
1136336,1,5.0
1138996,1,4.5
1142343,1,4.5
1144955,1,5.0
1148084,1,5.0
1149095,1,5.0
1150821,1,5.0
1151093,1,5.0
1151784,1,5.0
1152191,1,5.0
1156600,1,5.0
1156653,1,4.5
1159011,1,4.5
1159364,1,5.0
1160009,1,5.0
1160084,1,4.5
1160191,1,5.0
1162076,1,5.0
1162134,1,4.5
1162583,1,4.5
1162979,1,5.0
1163338,1,5.0
1166545,3,5.0
1168357,1,5.0
1168511,1,4.5
1168669,1,4.5
1168670,2,5.0
1172907,1,5.0
1174324,1,5.0
1174987,1,5.0
1176073,1,5.0
1176142,2,5.0
1176218,1,5.0
1177346,1,5.0
1177863,1,4.5
1180010,1,4.5
1181156,1,5.0
1181244,2,5.0
1181453,1,5.0
1182193,1,4.5
1183402,1,5.0
1183461,1,5.0
1184652,1,5.0
1186306,1,4.5
1187235,1,5.0
1191085,1,5.0
1191086,2,5.0
1191692,1,5.0
1195393,1,5.0
1196558,1,5.0
1196559,3,5.0
1197227,1,5.0
1198931,1,5.0
1200954,1,5.0
1200955,2,4.5
1201709,1,4.5
1203279,3,5.0
1203321,1,5.0
1203493,1,5.0
1203494,2,4.5
1203988,1,4.5
1204347,1,5.0
1205545,1,5.0
1208792,1,5.0
1209158,1,5.0
1210386,1,5.0
1210547,1,5.0
1212624,2,5.0
1213054,1,4.5
1213273,1,5.0
1218386,1,5.0
1219369,1,5.0
1220149,1,5.0
1221100,1,5.0
1221533,1,5.0
1224191,1,5.0
1224214,1,5.0
1227693,1,5.0
1231046,1,5.0
1231487,1,5.0
1233897,1,4.5
1233981,1,5.0
1235158,1,5.0
1236279,1,5.0
1236328,1,4.5
1236663,2,4.5
1236863,2,5.0
1237566,1,5.0
1239299,1,5.0
1239851,1,4.5
1240191,1,5.0
1240611,1,5.0
1242201,1,5.0
1243632,1,5.0
1248735,1,4.5
1249998,1,5.0
1250993,1,4.5
1251989,1,5.0
1255684,1,5.0
1256140,1,5.0
1257245,2,4.5
1258038,1,4.5
1260543,1,4.5
1260861,1,5.0
1264091,2,5.0
1264164,1,5.0
1264617,1,5.0
1265205,1,5.0
1265232,1,5.0
1265489,1,5.0
1265553,1,5.0
1266510,1,5.0
1268157,1,5.0
1269347,2,5.0
1269906,1,5.0
1270291,1,4.5
1271183,1,5.0
1272303,1,5.0
1272944,1,5.0
1273227,1,4.5
1273410,1,4.5
1274209,1,4.5
1274333,1,4.5
1274383,1,4.5
1274794,1,4.5
1279483,1,5.0
1281652,1,5.0
1281752,1,5.0
1283597,2,5.0
1284573,1,5.0
1285081,1,5.0
1285175,1,5.0
1287572,1,5.0
1287858,1,5.0
1288590,1,4.5
1288742,1,5.0
1289080,1,4.5
1289422,1,5.0
1289851,1,5.0
1291719,2,5.0
1292369,1,5.0
1292748,1,5.0
1293002,1,5.0
1294164,1,4.5
1296300,1,5.0
1298435,2,5.0
1299467,1,5.0
1300839,1,4.5
1300840,2,4.5
1301777,2,5.0
1302609,1,5.0
1303323,1,5.0
1303370,1,5.0
1303748,1,5.0
1304026,1,4.5
1304652,1,5.0
1308885,1,5.0
1309390,1,5.0
1309552,2,4.5
1309632,1,5.0
1309742,1,5.0
1310130,1,5.0
1310385,1,4.5
1311590,1,5.0
1312233,1,4.5
1313865,2,5.0
1314276,1,5.0
1315018,1,5.0
1318242,1,5.0
1318292,1,5.0
1319476,3,5.0
1319732,1,4.5
1322751,1,5.0
1322839,1,4.5
1325140,1,5.0
1326986,1,5.0
1327277,1,5.0
1329858,1,5.0
1330474,1,5.0
1334881,1,5.0
1336280,1,5.0
1336468,1,5.0
1336659,1,5.0
1341722,1,5.0
1342209,1,4.5
1342427,1,4.5
1343501,1,4.5
1344819,1,4.5
1345456,1,5.0
1345950,1,5.0
1348297,1,4.5
1348718,1,4.5
1352508,1,5.0
1352735,1,5.0
1355014,1,5.0
1355243,1,5.0
1355918,1,5.0
1361616,1,4.5
1363657,2,5.0
1364068,1,5.0
1365587,1,5.0
1368456,1,4.5
1369488,1,5.0
1370583,1,4.5
1370858,1,5.0
1370958,1,5.0
1371124,1,5.0
1371536,2,4.5
1372518,1,5.0
1372927,1,5.0
1374497,1,5.0
1377938,1,5.0
1381068,1,5.0
1381339,1,5.0
1382822,1,5.0
1383298,1,5.0
1387730,1,4.5
1389550,1,5.0
1389738,1,5.0
1389855,1,5.0
1389976,1,5.0
1391738,1,4.5
1392016,1,5.0
1392352,1,5.0
1396777,1,5.0
1399268,1,5.0
1401264,2,5.0
1401510,1,5.0
1403738,1,4.5
1410744,1,5.0
1414624,1,5.0
1415315,1,4.5
1415316,2,5.0
1416561,1,5.0
1418599,1,4.5
1418963,1,5.0
1419012,1,4.5
1419013,2,4.5
1419014,3,4.5
1422026,2,5.0
1422027,3,5.0
1422269,1,5.0
1423292,2,5.0
1424876,1,5.0
1425648,1,5.0
1427096,1,5.0
1429228,1,4.5
1429717,1,4.5
1430040,1,5.0
1430845,1,5.0
1430846,2,5.0
1436253,1,5.0
1436443,1,5.0
1438182,1,5.0
1441477,1,5.0
1443022,1,4.5
1443194,1,5.0
1444154,1,5.0
1444210,1,4.5
1444744,1,5.0
1446666,1,5.0
1447879,2,4.5
1448466,1,4.5
1453071,1,5.0
1453582,1,4.5
1454097,1,5.0
1455052,1,5.0
1455511,1,5.0
1457412,1,5.0
1458523,1,4.5
1458975,1,4.5
1462219,1,5.0
1462344,1,5.0
1462990,1,4.5
1463349,1,4.5
1463609,1,5.0
1464295,1,5.0
1464342,1,4.5
1466806,1,5.0
1468323,1,5.0
1470688,1,4.5
1472612,1,5.0
1473206,1,5.0
1475075,1,4.5
1475330,1,5.0
1476267,1,4.5
1479441,1,4.5
1479510,1,5.0
1480352,3,5.0
1480829,1,4.5
1481040,1,4.5
1481402,1,5.0
1482265,2,5.0
1482266,3,5.0
1482706,1,4.5
1484070,1,4.5
1484196,1,5.0
1484811,1,4.5
1485169,2,5.0
1485838,1,5.0
1486068,1,5.0
1486172,1,5.0
1486834,1,5.0
1487721,1,5.0
1488064,1,4.5
1489242,1,5.0
1489803,1,5.0
1490517,1,5.0
1493188,2,5.0
1493189,3,5.0
1493399,1,4.5
1493647,1,5.0
1495260,1,4.5
1495370,1,5.0
1498720,1,5.0
1499179,1,5.0
1499180,3,5.0
1500110,1,5.0
1501225,1,4.5
1501870,2,4.5
1502049,1,5.0
1503267,1,5.0
1503397,1,5.0
1503851,1,5.0
1504501,1,5.0
1504613,1,5.0
1504903,1,4.5
1506289,1,5.0
1507566,3,5.0
1507669,1,4.5
1507843,1,5.0
1508651,1,5.0
1508724,1,5.0
1510126,1,5.0
1512357,1,4.5
1512436,1,5.0
1512653,1,5.0
1513824,3,5.0
1513844,1,5.0
1513898,1,5.0
1515215,1,5.0
1515286,2,4.5
1516601,1,5.0
1516602,2,5.0
1518635,2,5.0
1521019,1,5.0
1522278,1,5.0
1523108,1,4.5
1525137,2,4.5
1525246,1,5.0
1525534,1,5.0
1526334,1,5.0
1529004,1,5.0
1529005,3,5.0
1529031,1,5.0
1529118,1,5.0
1530230,1,5.0
1530338,1,5.0
1530979,1,5.0
1531072,3,5.0
1531203,2,5.0
1531268,1,4.5
1531635,1,5.0
1532418,1,5.0
1532720,1,4.5
1534345,1,5.0
1535297,1,4.5
1535455,1,5.0
1537347,1,5.0
1538675,1,5.0
1539122,1,5.0
1539123,2,5.0
1539808,1,4.5
1540941,1,5.0
1541099,1,4.5
1541100,2,4.5
1541989,1,5.0
1543567,1,5.0
1546935,1,5.0
1547550,1,5.0
1550527,1,5.0
1551236,1,4.5
1554965,1,5.0
1557027,1,5.0
1557028,2,4.5
1557508,2,4.5
1557663,1,5.0
1557808,1,5.0
1557809,2,5.0
1558745,1,5.0
1558946,1,5.0
1558968,2,5.0
1559358,1,5.0
1559359,2,5.0
1559449,1,5.0
1560854,1,5.0
1561661,1,5.0
1563843,2,5.0
1564500,1,4.5
1565390,1,4.5
1566400,1,5.0
1570806,1,5.0
1571016,1,5.0
1571622,1,5.0
1571964,2,5.0
1574292,1,5.0
1575531,2,5.0
1576291,1,5.0
1576854,1,4.5
1578257,1,5.0
1579130,1,5.0
1579846,1,4.5
1580202,1,5.0
1580259,3,5.0
1580450,1,5.0
1580655,1,5.0
1580746,1,5.0
1582846,1,5.0
1584111,1,4.5
1585862,1,5.0
1586493,1,5.0
1587400,1,5.0
1589888,1,5.0
1590727,1,4.5
1591940,1,4.5
1592511,1,5.0
