,movieId,avg_rating,ratingcounts
114,116,3.9114285714285715,875
115,117,3.574430823117338,1142
116,118,2.9854368932038833,1030
117,119,2.733739837398374,246
118,120,2.841549295774648,142
119,121,3.74869109947644,764
120,122,2.8593924191750277,3588
121,123,3.9913693901035674,2607
122,124,3.4966442953020134,298
123,125,3.744196843082637,3231
124,126,2.318660647103085,1329
125,127,3.1097560975609757,41
126,128,3.4859154929577465,71
127,129,3.13953488372093,172
128,130,3.2261904761904763,42
129,131,3.3106508875739644,169
130,132,2.777922077922078,1925
131,133,2.6,20
132,134,3.4516129032258065,31
133,135,3.0018543492919756,5932
134,136,3.6277777777777778,90
135,137,3.254854368932039,206
136,138,3.227642276422764,123
137,139,3.111111111111111,36
138,140,3.287283110037338,4553
139,141,3.5101652454593633,20757
140,142,3.0135135135135136,37
141,143,1.9285714285714286,14
142,144,3.4649743714913352,4097
143,145,3.275515786183182,12796
144,146,2.9029038112522687,551
145,147,3.5833728090952155,4222
146,148,2.908955223880597,335
147,149,3.68669314796425,1007
148,150,3.87355561527172,48377
149,151,3.53139284174213,11595
150,152,3.0869905956112853,638
151,153,2.8716600752387382,31101
152,154,3.786777431637245,2889
153,155,3.408390410958904,1168
154,156,3.5088757396449703,1521
155,157,2.7942023026315788,2432
156,158,2.921479069028517,12589
157,159,3.4178361249434133,2209
158,160,2.6022161264708004,13853
159,161,3.739861235452104,22340
160,162,4.008077401029647,5633
161,163,3.4392585818795722,14216
162,164,3.4522562951882323,4011
163,165,3.506566659749192,33731
164,166,2.84407027818448,683
165,167,3.076388888888889,72
166,168,3.081881687151826,11309
167,169,2.269546027742749,3172
168,170,3.215710400207227,7721
169,171,3.599845797995374,1297
170,172,2.7515630141493914,12156
171,173,2.555359804851606,14758
172,174,2.449275362318841,1932
173,175,3.507799325463744,4744
174,176,3.8490694507489787,2203
175,177,2.8892508143322475,2149
176,178,3.3929359823399556,453
177,179,2.7305630026809653,1119
178,180,3.5757829309108295,8366
179,181,1.9535250098463963,2539
180,182,3.0754716981132075,636
181,183,3.3623063683304646,581
182,184,3.0670926517571884,313
183,185,3.102854287948562,23018
184,186,2.8772434974565697,10419
185,187,3.4314285714285715,875
186,188,3.3334728033472802,2390
187,189,2.991776315789474,304
188,190,3.578174186778594,953
189,191,2.684565916398714,1555
190,192,3.037974683544304,79
191,193,2.2478297395687483,7142
192,194,3.8442938267081885,5459
193,195,3.077944179714091,2938
194,196,2.8360270915108137,12993
195,197,3.0555555555555554,99
196,198,3.417996761508212,8646
197,199,3.77007299270073,1507
198,200,2.8222222222222224,315
199,201,3.001457725947522,343
200,202,3.0543478260869565,414
201,203,3.1462450592885376,5060
202,204,2.926604922608475,7882
203,205,3.5,1213
204,206,3.448717948717949,936
205,207,3.3732562774013553,5018
206,208,2.8652335902399826,27377
207,209,2.8105726872246697,681
208,210,2.8870246085011186,447
209,211,3.584600760456274,526
210,212,2.5657276995305165,426
211,213,4.01654306902453,1753
212,214,4.026966292134832,890
213,215,3.914843512610149,6582
214,216,3.2408267020335986,9048
215,217,2.728191489361702,940
216,218,3.285843685300207,3864
217,219,3.6061120543293717,589
218,220,2.4482758620689653,290
219,222,3.5284704131001114,5374
220,223,3.847214137214137,24050
221,224,3.4449993597131514,7809
222,225,3.2840320910973086,11592
223,226,2.7837837837837838,37
224,227,3.0618285987109095,4189
225,228,2.69151376146789,436
226,229,3.5625,2256
227,230,3.588200326943082,6729
228,231,2.964968752944132,31843
229,232,4.027935943060498,5620
230,233,3.533083645443196,3204
231,234,2.6703929539295395,2952
232,235,3.664388396868181,15582
233,236,3.3150479880250066,11357
234,237,3.2214038128249567,5770
235,238,3.1657963446475197,766
236,239,3.08521377672209,3368
237,240,2.910783055198973,779
238,241,3.0261194029850746,536
239,242,3.3855,1000
240,243,2.5377358490566038,424
241,244,2.375451263537906,277
242,245,2.9686192468619246,239
243,246,4.028236985316767,9739
244,247,3.8224384098544233,7144
245,248,3.0080251221214236,2866
246,249,3.675253192426244,4542
247,250,3.0751633986928106,918
248,251,3.057184750733138,341
249,252,3.215840517241379,9280
250,253,3.508920477209269,27577
251,254,2.9111498257839723,574
252,255,2.277948717948718,975
253,256,2.7017581020970134,9442
254,257,3.4075381140598533,3542
255,258,2.6281328320802007,1596
256,259,3.060162601626016,1845
257,260,4.120188599618726,68717
258,261,3.627589063794532,9656
259,262,3.7653443113772456,4008
260,263,3.745923913043478,368
261,264,3.374233128834356,163
262,265,3.921667748817364,10781
263,266,3.5003490069166827,15759
264,267,2.886744743146127,3757
265,268,3.306167400881057,681
266,269,3.4518181818181817,550
267,270,3.170042194092827,1185
268,271,3.3343585237258346,1138
269,272,3.7400504484304933,7136
270,273,3.132062978222484,6796
271,274,2.8387665198237886,1135
272,275,2.7166089965397924,1445
273,276,2.978864734299517,4968
274,277,3.4048868672731514,8574
275,278,3.021194605009634,1038
276,279,3.6973995271867612,846
277,280,3.7172008547008546,4680
278,281,3.661371237458194,3588
279,282,3.409440492213036,10402
280,283,3.0472972972972974,222
281,284,2.8529411764705883,34
282,285,2.26875,80
283,286,2.066326530612245,98
284,287,3.2524590163934426,305
285,288,3.2577711853476075,23259
286,289,3.3515018562267973,2963
287,290,3.9737263270205387,3749
288,292,3.4105008077544428,24760
289,293,4.0885985748218525,33680
290,294,3.16023166023166,777
291,295,2.770238095238095,420
292,296,4.188912039361382,79672
293,297,3.1546184738955825,249
294,298,3.5242290748898677,227
295,299,3.71598995395563,2389
296,300,3.66378901931884,18997
297,301,3.5239234449760763,418
298,302,3.7267721954576736,1453
299,303,3.0432486221677895,6532
300,304,3.1710122699386503,652
301,305,2.7103059581320452,3105
302,306,4.072966846132049,7058
303,307,3.981408706166868,6616
304,308,3.9024582104228123,5085
305,309,3.6223021582733814,417
306,310,2.8095238095238093,231
307,311,2.651315789473684,76
308,312,2.62125,1200
309,313,3.0378315132605302,1282
310,314,3.849933774834437,3775
311,315,2.8919378338999513,10295
312,316,3.3710611452604335,30910
313,317,3.128074747346342,15733
314,318,4.413576004516335,81482
315,319,3.775382785788613,6727
316,320,3.240802675585284,299
317,321,3.7685851318944845,834
318,322,3.668214285714286,2800
319,324,3.6728538283062644,431
320,325,2.646161934805468,951
321,326,4.0796597061098225,1293
322,327,2.816469884920042,6691
323,328,3.146257031588057,2311
324,329,3.322669104204753,24615
325,330,2.7893992932862193,1415
326,331,3.264646464646465,495
327,332,2.773307163886163,2038
328,333,3.356478068558791,10852
329,334,3.816722408026756,1495
330,335,3.26171875,384
331,336,2.8352059925093633,267
332,337,3.7512185215272136,17234
333,338,2.9854872149274363,4341
334,339,3.4993894441680613,22111
335,340,3.3774436090225564,1330
336,341,3.5639204545454546,352
337,342,3.507638565440149,10735
338,343,2.6692037470725993,854
339,344,2.9898406002189413,37453
340,345,3.642062742629315,9531
341,346,3.409970958373669,1033
342,347,3.44702842377261,1548
343,348,3.6953642384105962,7399
344,349,3.6551898004754015,27766
345,350,3.466657593903103,14696
346,351,3.3049367850692355,3322
347,352,3.280944625407166,1228
348,353,3.517972748011591,16219
349,354,3.135689354275742,1146
350,355,2.4127870563674323,9580
351,356,4.048011436845787,81491
352,357,3.6408326781234788,26709
353,358,3.2518072289156628,2075
354,359,3.296875,256
355,360,2.72088772845953,1915
356,361,3.326783114992722,4809
357,362,3.377949377949378,6993
358,363,3.993220338983051,590
359,364,3.817136507193824,42745
360,365,3.1569086651053864,1708
361,366,2.9780075187969923,2660
362,367,3.183039195863782,34621
363,368,3.412776934749621,16475
364,369,3.2886138613861386,1010
365,370,2.9788651669293595,13958
366,371,3.2587484035759897,3915
367,372,3.2500337154416723,7415
368,373,3.76906584992343,3265
369,374,2.4218655360387644,4953
370,375,3.2804347826086957,230
371,376,3.2755446308077887,10374
372,377,3.481247881458525,41302
373,378,3.1331764705882352,2125
374,379,2.7242633345766505,5362
375,380,3.4922731744774795,41673
376,381,3.390638963360143,4476
377,382,3.0406736261571794,5077
378,383,3.199915200339199,4717
379,384,2.951008645533141,694
380,385,3.5560344827586206,116
381,386,2.8213213213213213,333
382,387,2.6527777777777777,648
383,388,3.5392927308447937,509
384,389,3.4759358288770055,187
385,390,3.4072532699167657,841
386,391,3.1876574307304786,397
387,392,3.349802371541502,253
388,393,1.9003150315031503,2222
389,394,3.3143939393939394,132
390,395,3.1666666666666665,12
391,396,2.484375,32
392,397,2.1193181818181817,88
393,398,3.451923076923077,52
394,399,2.25,10
395,400,2.607142857142857,28
396,401,3.1470588235294117,17
397,402,2.8365384615384617,52
398,403,2.1666666666666665,15
399,404,3.2785714285714285,70
400,405,2.441018766756032,3357
401,406,3.0757575757575757,66
402,407,3.2433517310587057,1993
403,408,3.238134206219313,611
404,409,3.0416666666666665,420
405,410,3.0116337743888764,17836
406,411,2.780952380952381,105
407,412,3.559560387615221,4231
408,413,2.8108767648596826,5737
409,414,2.609770808202654,829
410,415,2.808373042886317,2938
411,416,2.6982864137086904,1634
412,417,3.520618556701031,3007
413,418,2.7009419152276295,637
414,419,2.4867267124911114,4219
415,420,2.7501075885812654,13942
416,421,3.2872470876762723,1631
417,422,3.2334615384615386,1300
418,423,2.999084249084249,2184
419,424,2.7202549575070822,706
420,425,3.4652338811630847,791
421,426,3.1090698444223768,3021
422,427,2.5480831708901883,3078
423,428,3.823092998955068,4785
424,429,2.38168210976479,1403
425,430,2.3417721518987342,237
426,431,3.719788264444194,8879
427,432,2.72972972972973,11729
428,433,2.922173913043478,1150
429,434,3.0492658841872755,23089
430,435,2.5814764286797027,13194
431,436,2.6253164556962023,1185
432,437,2.5922388059701493,1675
433,438,2.7121827411167514,985
434,439,2.508771929824561,57
435,440,3.6009041187632547,17918
436,441,3.689785470502194,8204
437,442,3.0712903582485627,18088
438,443,3.343065693430657,548
439,444,2.414920368818106,1193
440,445,2.884968445209409,1743
441,446,3.889400921658986,3472
442,447,2.5167464114832536,209
443,448,3.555778344877871,2743
444,449,3.4431464174454827,642
445,450,3.3467272727272728,2750
446,451,3.044750430292599,581
447,452,3.5517560073937156,1082
448,453,3.1115560640732265,874
449,454,3.4994205537850256,24161
450,455,2.617824773413897,8275
451,456,3.8082959641255605,892
452,457,3.9721584270115637,49638
453,458,3.13336820083682,956
454,459,2.7577220077220077,1036
455,460,2.4274580335731413,834
456,461,3.3441717791411043,815
457,462,2.589385474860335,179
458,463,2.813008130081301,369
459,464,2.917576961271102,3021
460,465,3.2566176470588237,680
461,466,2.939754383254808,12947
462,467,3.371234939759036,664
463,468,3.3125465653404857,6711
464,469,3.25762572135202,1213
465,470,2.1522727272727273,440
466,471,3.6579813752234034,10631
467,472,2.8883861236802413,663
468,473,2.2987616099071206,1292
469,474,3.7212436096910424,17996
470,475,3.9152097902097904,8580
471,476,3.025943396226415,212
472,477,3.546511627906977,4128
473,478,2.4229249011857705,253
474,479,2.923855633802817,1136
475,480,3.6791749812920926,64144
476,481,3.337772882034849,4993
477,482,3.424043062200957,2508
478,483,3.787174721189591,538
479,484,2.8034682080924855,692
480,485,2.7995211310428703,13156
481,486,2.6663685152057246,559
482,487,2.5664893617021276,564
483,488,3.374285714285714,525
484,489,2.7613019891500903,2765
485,490,3.3599659284497445,2935
486,491,3.405329593267882,4991
487,492,3.653225806451613,3038
488,493,3.6256521739130436,3450
489,494,3.353110599078341,11284
490,495,3.411678832116788,685
491,496,3.2767624020887727,383
492,497,3.8821461326811373,13084
493,498,2.7831491712707184,362
494,499,2.7791005291005293,378
495,500,3.3863104638240626,34194
496,501,3.842433697347894,1923
497,502,2.276491024898668,3454
498,503,3.095419847328244,131
499,504,2.9837962962962963,1080
500,505,2.502859477124183,1224
501,506,3.4952830188679247,1272
502,507,3.5279832743647477,3109
503,508,3.8021304391518442,19902
504,509,3.6811163895486936,15998
505,510,2.778588807785888,822
506,511,3.144299674267101,1535
507,512,2.9323979591836733,1176
508,513,2.9376199616122842,521
509,514,3.4613768961493583,4285
510,515,3.8977364185110663,9940
511,516,3.088179218303146,3147
512,517,3.130988477865373,3298
513,518,2.6764192139737992,1145
514,519,2.1958697040664252,4697
515,520,3.0674973674973676,14245
516,521,3.310518369401107,1987
517,522,3.5399022801302933,1228
518,523,3.642857142857143,833
519,524,3.5334577630305546,7233
520,525,3.418300653594771,153
521,526,3.2107438016528924,121
522,527,4.247579083279535,60411
523,528,2.7789034564958284,839
524,529,3.8492079306565707,10037
525,530,3.2666666666666666,30
526,531,3.5358059914407987,7010
527,532,3.061026102610261,5555
528,533,2.9327927432655305,3638
529,534,3.890470852017937,4460
530,535,3.778046421663443,5170
531,536,3.2861400894187778,671
532,537,3.1484602917341977,3085
533,538,3.7011101622544835,4684
534,539,3.5094537441802607,28137
535,540,2.719010989010989,4550
536,541,4.115838373930576,36702
537,542,2.8498035660320338,3309
538,543,3.2368374868374867,11396
539,544,2.9290573372206024,2058
540,546,2.06153416495997,5371
541,547,2.816688567674113,761
542,548,2.9001919385796544,2605
543,549,3.8902714932126696,1326
544,550,3.0871694417238,3063
545,551,3.738263445761167,21940
546,552,3.213334986772487,12096
547,553,3.703341938184609,14333
548,554,3.0939524838012957,463
549,555,3.810891994253624,15314
550,556,3.9756944444444446,1152
551,558,2.8234113712374582,1495
552,559,2.9555555555555557,45
553,560,3.0921052631578947,38
554,561,3.3969849246231156,199
555,562,3.7871954380508037,5787
556,563,3.461661341853035,313
557,564,2.3289902280130295,307
558,565,3.224428399518652,831
559,566,2.762589928057554,139
560,567,3.315426997245179,363
561,568,3.578171091445428,339
562,569,2.938267614738203,1547
563,570,3.453883495145631,206
564,571,3.5758426966292136,178
565,572,2.716666666666667,30
566,573,3.42896174863388,183
567,574,3.304075235109718,1276
568,575,2.9883320581484316,2614
569,576,2.4375,24
570,577,2.8157894736842106,589
571,579,2.8857142857142857,35
572,580,3.0725490196078433,510
573,581,3.9786446469248293,1756
574,582,3.323529411764706,119
575,583,3.532388663967611,247
576,584,3.0357142857142856,28
577,585,2.6616823476702507,8928
578,586,3.141875423155044,29540
579,587,3.4342123720016833,28516
580,588,3.6987526802388584,43373
581,589,3.94637410899458,57379
582,590,3.7256878529376425,41615
583,591,2.0517241379310347,29
584,592,3.4069031965540693,44110
585,593,4.151341616415071,74127
586,594,3.5823021181716834,17940
587,595,3.6809198555552447,35723
588,596,3.4825773034060585,12742
589,597,3.42649120757142,34234
590,598,3.547945205479452,146
591,599,3.958682820751786,3219
592,600,2.9946043165467624,278
593,601,3.3714285714285714,105
594,602,3.9764309764309766,297
595,603,2.9279437609841827,569
596,604,1.9166666666666667,6
597,605,3.277880184331797,3255
598,606,2.5735607675906182,1407
599,607,2.59375,16
600,608,4.111421282646425,47823
601,609,3.0086318515321535,2317
602,610,3.37419399094526,7289
603,611,2.51196032672112,1714
604,612,2.710561949898443,1477
605,613,3.6044005388414906,2227
606,614,3.138888888888889,144
607,615,3.871107266435986,578
608,616,3.387031840917409,8197
609,617,3.5843253968253967,504
610,618,2.7653061224489797,343
611,619,2.5671191553544497,663
612,620,3.3333333333333335,39
613,621,3.6036789297658864,299
614,623,3.0588235294117645,34
615,625,3.28,25
616,626,2.8729096989966556,598
617,627,3.528050896471949,1729
618,628,3.760456621004566,10950
619,629,3.239130434782609,23
620,630,3.285,200
621,631,2.723913043478261,2070
622,632,3.9058171745152355,361
623,633,3.3550488599348536,307
624,634,2.279935275080906,309
625,635,3.635820895522388,1005
626,636,3.014705882352941,34
627,637,2.8339229193818656,5371
628,638,3.2687265917602994,534
629,639,2.9309366130558185,1057
630,640,2.9695910520796924,2861
631,641,2.520408163265306,98
632,642,2.0833333333333335,12
633,643,2.1666666666666665,21
634,644,2.2666666666666666,15
635,645,3.6113138686131387,274
636,647,3.5356705241660995,7345
637,648,3.4016470905899823,37035
638,649,3.7213740458015265,131
639,650,3.4545823195458234,1233
640,651,2.4875,40
641,652,3.006849315068493,73
642,653,3.219017015993573,13693
643,654,2.6875,16
644,655,2.3333333333333335,18
645,656,2.8708260105448153,1138
646,657,2.5555555555555554,36
647,658,3.0,47
648,659,3.712555066079295,454
649,660,3.017857142857143,112
650,661,3.30327868852459,9943
651,662,3.24546485260771,2646
652,663,3.360618014464168,3042
653,664,3.0348837209302326,301
654,665,3.94602048857368,1269
655,666,3.4254658385093166,161
656,667,2.50501002004008,998
657,668,4.096604215456675,854
658,670,4.111486486486487,740
659,671,3.674145843957165,5883
660,672,2.4166666666666665,24
661,673,2.7609040814420474,10707
662,674,2.9683322724379377,3142
663,675,2.1538461538461537,26
664,676,2.54,25
665,678,4.067164179104478,2479
666,679,3.3295454545454546,88
667,680,3.555038103302286,1181
668,681,3.571207430340557,323
669,682,3.1693548387096775,62
670,683,2.661764705882353,34
671,684,2.4782608695652173,23
672,685,3.5268924302788847,502
673,687,2.973404255319149,94
674,688,2.5953703703703703,2700
675,690,3.2847222222222223,72
676,691,3.0554054054054056,1110
677,692,2.3398576512455516,843
678,693,3.1346153846153846,26
679,694,3.001577909270217,2535
680,695,3.1686197916666665,768
681,696,3.1798245614035086,114
682,697,2.7736842105263158,1045
683,698,2.7867132867132867,143
684,699,2.2333333333333334,15
685,700,3.2535335689045937,1132
686,701,3.1470588235294117,102
687,702,3.7857142857142856,406
688,703,2.846268656716418,335
689,704,2.8294985250737463,1695
690,705,3.5253807106598987,394
691,706,3.1292372881355934,236
692,707,3.071411568674125,4201
693,708,3.39103299856528,13940
694,709,3.307720588235294,2720
695,710,2.739334470989761,1172
696,711,2.626194067370538,1989
697,712,3.5,172
698,713,3.3976377952755907,127
699,714,3.8900409626216077,3906
700,715,3.565412186379928,558
701,716,2.9280821917808217,292
702,717,3.1823529411764704,85
703,718,3.4283639883833494,1033
704,719,2.966494124230554,7148
705,720,4.103381267003498,7719
706,721,2.933333333333333,15
707,722,3.5961538461538463,312
708,723,3.25,36
709,724,3.085627818656539,8426
710,725,2.7868162692847123,1426
711,726,3.1181262729124235,491
712,727,3.1458333333333335,24
713,728,3.810882444652323,3207
714,729,3.486842105263158,114
715,730,3.0483870967741935,62
716,731,2.9161331626120357,781
717,732,2.808219178082192,219
718,733,3.6686106507395477,31979
719,734,2.5833333333333335,54
720,735,3.5119787045252884,1127
721,736,3.1890463917525773,31040
722,737,2.099103350637093,4238
723,738,3.18,25
724,739,1.9545454545454546,11
725,741,3.9678439327049277,8381
726,742,2.7386486486486485,1850
727,743,2.731932918395574,5784
728,744,2.8529411764705883,34
729,745,4.104362388693734,12241
730,746,3.752411575562701,311
731,747,2.2923771313941828,997
732,748,3.164582492940702,4958
733,749,2.6923076923076925,39
734,750,4.215804447106386,26714
735,751,3.3863636363636362,154
736,752,2.8333333333333335,39
737,753,3.2559652928416485,461
738,754,2.9715099715099713,351
739,755,3.3659420289855073,138
740,756,3.2233009708737863,103
741,757,3.543032786885246,244
742,758,3.108695652173913,23
743,759,3.847058823529412,340
744,760,3.6863285556780596,907
745,761,2.7919966063348416,3536
746,762,2.403895524054024,8959
747,763,3.0283018867924527,53
748,764,3.3613678373382623,541
749,765,3.021151832460733,4775
750,766,3.4238470873786406,1648
751,767,3.50177304964539,282
752,768,3.015151515151515,33
753,769,3.5669291338582676,127
754,770,2.44,25
755,771,3.3442028985507246,138
756,772,2.870967741935484,31
757,773,3.397727272727273,44
758,774,2.59375,32
759,775,2.921768707482993,147
760,776,2.9761904761904763,42
761,777,2.85,30
762,778,4.007664971082154,28702
763,779,2.8157894736842106,475
764,780,3.373931536542473,48902
765,781,3.41506922257721,1878
766,782,2.874856924837848,2621
767,783,3.2644248782315475,10676
768,784,2.705886421802587,14457
769,785,3.279727095516569,10260
770,786,3.1348300025953804,15412
771,787,3.753086419753086,81
772,788,2.811082662765179,19138
773,789,2.9886363636363638,44
774,790,3.4948979591836733,98
775,791,3.6176470588235294,102
776,792,2.953488372093023,43
777,793,3.229357798165138,109
778,794,3.3535353535353534,99
779,795,3.2291666666666665,96
780,796,2.9642857142857144,42
781,797,3.3461538461538463,104
782,798,2.823420074349442,2959
783,799,3.369268791545935,5867
784,800,4.053235429095915,6537
785,801,2.998701298701299,1540
786,802,3.4703280797684144,12436
787,803,3.575925925925926,540
788,804,3.0610283517539645,2081
789,805,3.6992076210826212,11232
790,806,3.1510516252390057,523
791,807,3.211734693877551,196
792,808,3.202792553191489,752
793,809,2.8338509316770186,1288
794,810,1.8094462540716612,1842
795,812,2.55,30
796,813,2.7555555555555555,450
797,814,3.125,12
798,815,2.06,25
799,816,3.23943661971831,71
800,818,2.6240164855751216,2669
801,819,3.4444444444444446,54
802,820,2.838709677419355,62
803,821,2.875,44
804,822,3.1363636363636362,33
805,823,3.334710743801653,121
806,824,3.8221288515406164,357
807,825,2.8125,24
808,826,2.25,20
809,827,3.1324503311258276,151
810,828,3.1184115523465703,1385
811,829,2.66396292004635,1726
812,830,3.088307641849787,6098
813,831,3.4927884615384617,208
814,832,3.446133294822731,13849
815,833,2.7182422451994093,1354
816,834,2.6346153846153846,182
817,835,3.1692913385826773,889
818,836,2.895021645021645,4620
819,837,3.4299137931034482,5800
820,838,3.7754716981132077,7420
821,839,2.731730252552391,3722
822,840,2.6985981308411215,642
823,841,3.734146341463415,615
824,842,2.775118358758548,1901
825,843,3.309090909090909,55
826,844,3.7451612903225806,155
827,845,3.378787878787879,66
828,846,3.486772486772487,378
829,847,2.8486238532110093,109
830,848,3.651875330163761,1893
831,849,2.7584182686105017,7751
832,850,3.506072874493927,247
833,851,3.4914921465968587,1528
834,852,3.178850644735506,9849
835,853,3.2766990291262137,103
836,854,3.727488151658768,211
837,855,2.71875,32
838,856,3.3679245283018866,53
839,857,3.1704545454545454,44
840,858,4.324336165187245,52498
841,859,2.3333333333333335,15
842,860,3.510703363914373,327
843,861,3.4439055250948964,2371
844,862,3.586826347305389,334
845,864,3.323170731707317,82
846,865,3.2777777777777777,90
847,866,3.7172313483915125,5844
848,867,2.3184713375796178,314
849,868,3.151898734177215,79
850,869,3.0727788279773156,529
851,870,2.1938073394495414,436
852,871,3.144230769230769,52
853,872,3.6159420289855073,69
854,873,2.8461538461538463,39
855,874,2.963235294117647,68
856,875,3.432059447983015,471
857,876,2.6849816849816848,273
858,877,3.189542483660131,153
859,878,2.7962962962962963,27
860,879,2.826996197718631,2104
861,880,2.4714881780250346,5033
862,881,2.825,1040
863,882,2.984147952443857,757
864,884,3.2291666666666665,48
865,885,2.6706281833616297,589
866,886,3.0597060624617267,1633
867,887,2.757142857142857,35
868,889,3.378260869565217,115
869,890,2.923076923076923,26
870,891,2.5736814891416753,1934
871,892,3.731042654028436,1266
872,893,3.632575757575758,528
873,894,2.8142857142857145,35
874,895,2.839622641509434,53
875,896,3.6677927927927927,444
876,897,3.6392326732673266,808
877,898,4.1377134943837515,6499
878,899,4.050986691142726,10895
879,900,3.794370065224854,2913
880,901,3.6150414276609304,1569
881,902,3.826515524889108,10145
882,903,4.120821574161179,15945
883,904,4.237947624243627,20162
884,905,4.130419661488523,4313
885,906,4.017941454202077,2118
886,907,3.9131227217496964,823
887,908,4.196617210682493,16850
888,909,4.033357053904999,5621
889,910,4.060091782838341,11549
890,911,4.047311575487203,4259
891,912,4.206563778356267,26890
892,913,4.154075222321938,12257
893,914,3.9047152290548905,9692
894,915,3.893845558351074,5167
895,916,4.0514797507788165,6420
896,917,3.6296296296296298,1026
897,918,3.721857923497268,1830
898,919,3.9386811582447887,24658
899,920,3.809824106899373,14668
900,921,3.786102308736985,2209
901,922,4.20650108577633,7368
902,923,4.092687653868315,19091
903,924,3.981349757113116,28820
904,925,3.505813953488372,86
905,926,4.169692186266772,5068
906,927,3.9173410404624276,865
907,928,4.070234454638125,4905
908,929,3.8114583333333334,960
909,930,4.161201106282102,5062
910,931,3.8885002186270223,2287
911,932,3.8105110896817744,2074
912,933,3.994820799668531,4827
913,934,3.461859688195991,3592
914,935,3.7380560131795715,607
915,936,3.985652797704448,1394
916,937,3.7047713717693838,503
917,938,3.5968440594059405,1616
918,939,3.303921568627451,102
919,940,3.8764135702746363,3714
920,941,3.588071348940914,897
921,942,4.0611071171818836,2782
922,943,3.812190594059406,1616
923,944,3.816699604743083,1012
924,945,4.040906850665352,2029
925,946,3.945575842696629,1424
926,947,4.022017837235229,1794
927,948,3.7396844660194173,1648
928,949,3.902317880794702,2114
929,950,4.153254972875226,3318
930,951,4.0991556091676715,4145
931,952,3.4804006968641117,2296
